date,price_usd,volume_usd
2025-07-21,1.1950748828567934,490965547.95483667
2025-07-22,1.2041040243211398,316093600.05408585
2025-07-23,1.2181495275055387,246264413.3578397
2025-07-24,1.096239054237634,201991999.38155842
2025-07-25,1.0728676431733064,187178979.30880207
2025-07-26,1.0962440630724475,182386901.0630054
2025-07-27,1.0779948242793507,78700435.27968144
2025-07-28,1.1406390660462742,121015906.55118784
2025-07-29,1.0681384742168765,182025691.73948708
2025-07-30,1.040237247640407,153390479.50723052
2025-07-31,1.016707772106684,109010634.20848565
2025-08-01,0.9505872810444456,89890571.17538142
2025-08-02,0.9011504404172554,126608580.71307975
2025-08-03,0.8716483358281889,69058073.62023284
2025-08-04,0.9196438127296952,49872975.51137657
2025-08-05,0.9531237528167529,59295923.31534725
2025-08-06,0.910380720004192,88268097.03692482
2025-08-07,0.9393666397895111,56360579.460068434
2025-08-08,1.0539641344962214,124517044.14262839
2025-08-09,1.1200635399929049,245371489.9564767
2025-08-10,1.3224538119279474,286394582.42867917
2025-08-11,1.442829500553767,390727063.9185367
2025-08-12,1.4988199313705255,562461079.3519267
2025-08-13,1.545910509119988,555350597.0868057
2025-08-14,1.5078516575119612,301986676.4237801
2025-08-15,1.3923230549922723,362534750.8709226
2025-08-16,1.3808025437596214,247235988.76948184
2025-08-17,1.4048945457048434,146406956.34194452
2025-08-18,1.3686588445210524,152100651.39978746
2025-08-19,1.2866499009076,135757307.99966082
2025-08-20,1.2769534655335462,138166587.4708621
2025-08-21,1.3111773101302338,165767025.18027294
2025-08-22,1.2741564392898683,99823513.07825194
2025-08-23,1.5374735050672637,317696108.4347172
2025-08-24,1.5299888877735688,159943942.39796388
2025-08-25,1.4313473064139717,181123746.50066578
2025-08-26,1.2689396390015197,173653102.71942094
2025-08-27,1.3062282954096176,98809732.68016818
2025-08-28,1.252075012303977,102688976.53050132
2025-08-29,1.2640862332648348,83031784.07040218
2025-08-30,1.2128379849350148,126152141.5326374
2025-08-31,1.2086058792964165,45856483.0058264
2025-09-01,1.1919359145913162,63568197.98795803
2025-09-02,1.1570857263982783,92655753.69424953
2025-09-03,1.1985832068422195,79065728.60163508
2025-09-04,1.238109569166986,72835253.99732076
2025-09-05,1.1599641628858968,79291859.33161457
2025-09-06,1.1821256118304995,90837853.89795339
2025-09-07,1.1569301126558726,46249177.302575454
2025-09-08,1.1962106291358532,47801359.816593125
2025-09-09,1.198517862123268,94631902.3710853
2025-09-10,1.183901883757552,132056178.73616965
2025-09-11,1.2372597231237186,91934530.50636189
2025-09-12,1.2918880472327166,114475214.95834047
2025-09-13,1.303503698394954,93219747.86495817
2025-09-14,1.2948895835560275,91067794.05023147
2025-09-15,1.2307714048498726,83186466.0723283
2025-09-16,1.177500994317427,71375083.4949959
2025-09-17,1.2030535305554277,65284854.23629798
2025-09-18,1.309699065878661,120358562.97535981
2025-09-19,1.3399232926363591,142789428.18376845
2025-09-20,1.252568188650535,97635943.29829472
2025-09-21,1.2695758998465585,58682953.9134082
2025-09-22,1.2515438942408528,51245503.2175402
2025-09-23,1.1117269358785669,158355119.786616
2025-09-24,1.111518142621366,93983743.10679854
2025-09-25,1.109566923694974,62596446.85409136
2025-09-26,1.0561575675014803,120567468.10176378
2025-09-27,1.096910409349725,103056031.71591167
2025-09-28,1.0923105491669751,36541430.60436789
2025-09-29,1.1186002902687417,40821728.246771194
2025-09-30,1.1780196915714185,89875022.11650059
2025-10-01,1.0869490729372615,145581090.6175509
2025-10-02,1.1914681499227202,117583418.40254065
2025-10-03,1.2972379985669873,158945911.6936552
2025-10-04,1.2332582641233891,136452783.0482839
2025-10-05,1.2033922528505283,65836851.84799991
2025-10-06,1.164731867052461,93337018.28103627
2025-10-07,1.2553931997361454,144159270.73164925
2025-10-08,1.1862423019962665,118965445.10902236
2025-10-09,1.2000388556396493,76388882.76207472
2025-10-10,1.1622452989329446,84298007.42842083
2025-10-11,0.838556338156652,259352255.06980753
2025-10-12,0.8086171429752357,189296225.34694177
2025-10-13,0.9191491246147087,127404618.6041998
2025-10-14,1.022424597496788,175265175.77212813
2025-10-15,0.9741151725130528,145789654.55587515
2025-10-16,0.9111618700765147,211272278.84099442
2025-10-17,0.8941469514850516,136545860.0616685
2025-10-18,0.8681753826661016,159696277.27929246
2025-10-18,0.8832312924034539,100229045.60880853
